text,label,label_name,split,dataset
"THIS ALBUM RULE`S. ALL FATE`S WARNING MUSIC IS AWESOME, THAT GUY DOWN BELOW, WHO SAID THIS IS THE WORST ALBUM HE EVER HEARD? WELL, HE OBVIOUSLY DOESN`T KNOW REAL MUSIC. {He must be a wanna be?} RAY ALDERS VOCAL RANGE`S ARE INCREDIBLE!!! MARK ZONDER AWESOME ON DRUMS.... JIM MATTEOS BEAUTIFUL DISPLAY OF STRINGS ... do yourself a favor buy this cd.and all the other one`s Awaken The GUARDIAN ~ my favorite all time Fate`s album NO EXIT another great one ! FATES WARNING RULES....",1,Positive,train,amazon
"I deffinitly love clay! And the album is pretty good. Well, CLay is wonderful but i am a little dissapointed at the way they tone down his voice. Plus, I am not a huge pop fan. But, I still get chills listening to this album. I hope someday he writes his own music and makes an album that is truly his. I think that would be the best.",1,Positive,train,amazon
"I am only going to review the Blu Ray Disc. The picutre quality has a lot to be desired. I know part of the blame is on Renny Harlin heavy colour filters he used, like the orange or reds are to imposing at times .I couldnt help but notice the low quality tranfer which obviosuly came from a poor print. Much better than Die Hard Blu ray but this is not worth buying now. Audio is good and quite loud for all the right reasons.Please 20th Century Fox do not let your customers down with inferior quality products.",0,Negative,train,amazon
"What a disappointment. Half of the movie is grandiose views of the new ship. A quarter of it is psychedelic views of V'Ger innards. The rest is a lame plot warm-over of ""The Changeling"" (Nomad). A major disappointment to a major Trekkie.",0,Negative,train,amazon
"This is a small shaker, and I find that the chilling wand takes up too much space in the cup.",0,Negative,train,amazon
"oh... my... God! this movie totally screwed the whole HALLOWEEN series! what the heck was Carpenter thinking?! why would he want to screw his rep as a once admired director for this! did michael want to take a year off or something? spend halloween with the wife and kids?, i mean, come on! a word to the wise: DO NOT WATCH THIS MOVIE UNLESS YOU HAVE A REDICULOUS AMMOUNT OF BOOZE IN YOUR SYSTEM!",0,Negative,train,amazon
"Pinocchio (Disney Gold Classic Collection) is one of the best animated movies that I have ever seen. The movie is based on the fairy tale written by Carlo Collodi. One could easily say that Pinocchio can be included in the golden days of Dinsey animated movies and can easily be compared in quality with the likes of Bambi, Dumbo and Snowwhite. The animation is astounding and to imagine that ít was drawn by hand is amazing. ""When you wish upon a star"" is a timeless classic and this movie will be seen by gener",1,Positive,train,amazon
"If you are going through a divorce, are ending a long term living together relationship or are in deep emotional pain, this book is not for you.If you are in your twenties and have been dumped, then this book is for you.I think anyone over thirty, who has been in a long term relationship would find this book trivial and surface scratching. There was no content for a mature relationship that went beyond a few months to a year of dating.All of the advice in this book is pre marriage relationship based. It was",0,Negative,train,amazon
"Harry Potter is getting too old, and I even think he is gaining weight (right along with the rest of the cast). I am not sure that I can handle 2 hours of the British accent, and the whole thing is totally predictable if you read the book, they hardly make any changes...nice try guys. But a big ZERO for me!One last thought for those considering whether to watch this movie, (and I am not trying to be critical here, just honest...every movie deserves at least three stars because someone worked very hard to ge",0,Negative,train,amazon
"The razor works just fine, as expected. The problem I had was with the seller. I was asked to rate my experience with the seller (not a product review). I gave them one star only, because I felt the $11.95 USPS shipping charge for a product weighing about one pound was excessive. It was like I kicked a hornet's nest. I received two telephone calls from the seller demanding I retract my poor review. They also sent me two e-mails instructing me how to make the retraction.This part may be hard to believe: the ",0,Negative,train,amazon
"This album easily ranks as one of the greatest ever!!! Little wonder it is one of the Beatles biggest sellers,with a bunch of number one singles on it!!!",1,Positive,train,amazon
"Do not waste money on this book, the author does not seem to have any hands on experience on network administration.",0,Negative,train,amazon
"MY WIFE READ IT, SAID IT WAS OK. SHE AND I HAVE READ EVERY GRISHAM BOOK AND LIKED MOST. THIS BOOK BORED ME TO TEARS. IF IT WAS 10 CHAPTERS INSTEAD OF 40 PLUS IT WOULD HAVE BEEN A GOOD SHORT STORY. DONT BUY IT, BORROW IT IF YOU MUST READ THE LATEST GRISHAM.",0,Negative,train,amazon
"I was looking forward to receiving this item until I found it in my mailbox. I ordered this item thinking it was a VINYL record like it says, but it was just a cd. I already have the cd so I just gave it away.",0,Negative,train,amazon
"I think life and death with mental illness were well expressed in the film. The author knows how people in distress feel, think, and do, and the film beautifully expressed it. Since different life stories of different persons go on at the same time, I think I may have to watch carefully a few times to completely get the whole story. Some words said in the film are as beautiful as literature. It is psychological and philosophical.I would like to warn you that there are many suicidal scenes, and death is unde",1,Positive,train,amazon
"THE FIGHT SCEENS WERE AWESOME, I LOVE ""THE ART OF WAR"" AND MARITAL ARTS.I LEARNED SOMETHNGS FROM THIS MOVIE--THAT'S WHAT'S UP.",1,Positive,train,amazon
"I had no idea how gorgeous this book would be! I have a collection of this story by some 150 artists, and this is by far the most beautiful and impressive of all of the best of them. The book is large, colorful and fun with all the extra surprise tidbits inside. The artwork is traditional and beautiful. Truly an heirloom edition.",1,Positive,train,amazon
"The story of how Taylor Greer got her name has nearly passed into literary lore. Determined to get out of Kentucky without getting pregnant, Marietta Greer drives a decrepit heap of an old car due west, determined to rename herself after the town where the car stops, she coasts to a stop in Taylorville and thus became Taylor Greer. In short order, she is given a baby she names Turtle, makes it to Tucson, rents a house near Jesus Is Lord Used Tires, makes some interesting friends including a battered divorce",1,Positive,train,amazon
Just bought this toy for my son's birthday. The tower is very top heavy and won't stand up. They give you adhesive strips to stick to your wall/window. If the box wasn't torn by my son this would definetly be returned.,0,Negative,train,amazon
"Not that my pet needs a lead, but it's the law. It is working out really well. Has not been chewed through yet. :-)",1,Positive,train,amazon
"I previously bought some coin purses similar to what is pictured. What I got looks similar but, not the same product. For one, there is a ring inside which if you pull out keeps the coin purse somewhat open and coins could fall off. The ring inside the purse is a hazard which could result in your fingers getting hooked by that said ring. I will cut off the stupid ring which does not serve a useful purpose for a small coin purse. Will avoid dealing with this company. If you do not have the exact same product",0,Negative,train,amazon
"The shirt fits well, good style, good shirt. But Bealls of Florida sucks as a retailer. Their customer service is rude, crude, and unrefined. Even the supervisors of Customer Service suck, they don't return or accept any items back. So BEWARE, you better be damn sure that size fits (ordered product before). Because Bealls of Florida will not let you return the item for different size or style. I will not shop here again! I repeat, I WILL NOT SHOP HERE AGAIN. THIS PLACE SUCKS AS FAR AS A RETAILER.",0,Negative,train,amazon
It takes alot for me to feel the urge to write a review on anything. I have very sensitive skin (so many things irritate it) and I also have dry skin. Recently I was having skin problems with my forehead (tiny little bumps under the skin). Nothing helped - even a prescription from the derm. When I used this peel literally within an hour I noticed a difference in my skin (not kidding). The little bumps seemed to lessen and my dry skin became smooth. I was afraid to use this product every day (bc of my sensit,1,Positive,train,amazon
"I hate to write a negative review...I had such high hopes for this little tent. But the truth is, there is no way to secure it in the sand or prevent your little guy or girl from tipping it over again and again.The tent itself seems very strong and well-made. However, the poles don't dig down into the sand, and there are no pouches on it to fill with sand to weight it down. From what I hear, the Infant Cabana from One Step Ahead (although more costly) is a much better way to go. I guess you get what you pay",0,Negative,train,amazon
How could anyone sit and read this boring work of fiction. I am actually listening to the audio version and I am almost falling asleep and cannot remember a word the reader has said.I am going to stick to the movie versions of Anne of Green Gables instead of reading the rest of the books. At least the movies keep your interest.,0,Negative,train,amazon
"This book was a fantastic book. It really shoes how a society without rules would turn in to. Although bloody and not the happiest story, this author really put a lot of work into this book. I am glad i read this and would recommend this to anybody. I enjoyed reading this and so will you.",1,Positive,train,amazon
"This LP shows Chick Corea at his best and better than ever!Chick swings in these nine tracks which include the title track featuring Chick with Herbie Hancock and Gayle Moran,''Humpty Dumpty''with Joe Farrell,Eddie Gomez and Steve Gadd and the 13 minute long masterpiece''Dear Alice''with Gayle Moran.",1,Positive,train,amazon
"i mix this with shea butter and castor oil and apply it to my scalp twice a week. i cover my head with a plastic cap for deep penetration.now i see no dandruff at all and all my split ends are gone!i do have a funny-smelling urine, but i think that's because i don't drink enough water.",1,Positive,train,amazon
"Such a great movie worth the wait, remember it well from years ago though still keeps me posted to the screen. Worth having in your collection a real gem.",1,Positive,train,amazon
"When Micheal Keaton and Tim Burton left the Batman franchise, they took the quality with them. Luckily, they gave us one more Batman before they left. This film brings back the darkness and strength that Batman was supposed to have. Keaton returns, successfully pulling off the double personality role of Wayne and Batman. Danny DeVito is really the only person that could really pull off the Penguin, having that twisted creepiness and nailing the voice perfectly. I wasn't sure if Michelle Pfieffer would be ab",1,Positive,train,amazon
"Hotel Babylon is not just good TV...it's great TV!!!! The show features some incredible acting from Tamzin Outhwaite (formerly of EastEnders, a BBC soap) and Max Beesley (from the ill-fated movie ""Glitter"" starring Mariah Carey). The show could make for a great drama series, but I felt that it is a mix of a drama, comedy, and soap opera all mixed into a great BBC show. The show aired on BBC America for a while but didn't get around to seeing it. I can now say that I got the DVD set and all the episodes are ",1,Positive,train,amazon
"I'd have given this book Zero stars, if that had been an option. Sherwood's writing style is crude at best, with some of her sentences making little to no sense at all. There writing flows very poorly (if at all), and the metaphors are some of the worst I've seen. The dialogue is boring and simplistic. I also agree with the reviewers that said this book is unnecessarily vulgar in many places. One of the worst books I've read in a long while.",0,Negative,train,amazon
An extremely well-argued case for love and judgment being the two dichotomous trees in Eden. The book challenges every Christian to reevaluate his/her approach to their fellow sinners.,1,Positive,train,amazon
Tape was as advertised. Great movie. Good condition. Fast shipping. Would buy from again.Norma & Troy,1,Positive,train,amazon
"""Clarity of writing usually follows clarity of thought. So think what you want to say, then say it as simply as possible.""Writing that works is your personal guide to cut through the noise and increase your odds of success in all forms of communication: drafting speeches, resumes, proposals, technical reports, and yes, even responding to email. True to its message, the book delivers a set of concise and invaluable tips.",1,Positive,train,amazon
"I used the Apricorn upgrade kit to upgrade my HP laptop from 60 Gb to 250 Gb. Once I obtained the HD upgrade instructions from HP, I found that it was easy to use. The new HD snapped into the external enclosure without any need for tools. I connected the HD with the enclosed USB cable. I booted the laptop from the included CD and cloned my old HD to the new. Then I removed the new HD from the enclosure, removed the old HD from the laptop (and I needed a Phillips head screwdriver for this), and swapped the t",1,Positive,train,amazon
"For the people who gave this five stars - what would you give The Godfather? Or Star Wars? Are you out of your minds? ""Get Smart"" is a relatively pleasant, liteweight popcorn movie good for a quick laugh and then best forgotten. The idea of making Agent 86 a bumbling genius as opposed to a bumbling idiot completely misses the point of the original series.",0,Negative,train,amazon
After the first 30 minutes of senseless violence and stilted dialogue I could not bear to watch the rest of this film.,0,Negative,train,amazon
"I've now read all of Berry's books and although I mostly enjoyed the story lines, I progressively grew weary of how Berry re-writes his own version of Christianity into each one. I realize this is fiction, but each story seemed to try harder to change some truths about Christianity. I read The Third Secret last, and finally have decided to stop reading Berry's books. Writing about Mary, the mother of Jesus, visiting the earth and telling us that heaven approves of homosexuality and that abortion is just fin",0,Negative,train,amazon
The chandelier is even prettier in person and this size is great for my daughters bedroom. This chandelier can be used either by hanging it from the ceiling and plugging it in and outlet (great for renters who are not able to change out the light fixtures)or you can have an electrician install it for you. Great product for the price. My 6 year old daughter feels like a Princess.,1,Positive,train,amazon
"Well, this has to be one of the most disappointing releases of the year. Actually, I wasn't expecting much, so I wasn't that disappointed, but to fans of Clay, I will warn you that this CD is not what you would expect. Clay sounds more robot than man on this debut effort, and I do mean EFFORT. He is a good singer, but he belongs on Broadway, singing show tunes to the elderly who can revel in his youth and energetic manner. To the average listener, this CD is no more than a sad recycled mess of false emotion",0,Negative,train,amazon
"This story, written by a nerd (Chris, if you're reading this, I mean this as a compliment, I'm sure that you are a chess playing, C++ programming, partial-differential-equation-solving-in-your- sleep type prodigy) who is my age, is the most promising fantasy I have read in about a year or so. It lacks depth, which doesn't bother me too much, and it is very predictable, but it captivated me and kept me reading it. I got a signed copy (unknowingly) and so I had to pamper it as I read it, so as not to damage i",1,Positive,train,amazon
"...the guy tells the story of how he made lots of money in the markets. No specifics and the methods he outlines are kind of loony. Interesting to read if you have some time to waste or like these kinds of ""I made millions! Millions I tell you!"" stories. Don't expect to read this and then go out and make your 2 million.",0,Negative,train,amazon
"Worst product I've ever purchased? Certainly the worst tool. Don't waste your time with this poorly designed and cheaply made tool.Pro: Seems to be accurate when it works.Cons:- Throw the case away immediately. It'll hit your ""on"" button and run down your battery.- It doesn't take much for it to stop working. Flashing random numbers, according to the manual, means the battery is getting low. Well it must get low pretty quickly. On the 2nd battery it lasted 3 weeks, with zero use.",0,Negative,train,amazon
"This was a really enlightening read. It prompts the question back in the day if you could ""pass"" would you? I enjoyed it.",1,Positive,train,amazon
"Sliding Doors is one of the most truly pointless movies I have ever seen. It stars the surprisingly bad actress Gwyneth Paltrow, who has just about messed up every movie that she has been in. But this movie is so bad I don't think Gwyneth can take all the credit herself, the writer and the director must take their fair share, for this really bad movie. The only good thing that I can say about it is that Paltrow's accent is really quite good, to bad you can't say the same for her acting.",0,Negative,train,amazon
"This was decent. It got into the character some more, but the plot was fairly predictable. The graphics were pretty good and the acting was okay. Would recommend only if you had seen the first one and want to see the sequal.",1,Positive,train,amazon
"Wonderfully crafted story depicting life in a small midwestern town. Reminded me of my own father's workshop. He and Dick Probert would have been great friends. Causes one to ponder what really is important and how values are formed. As an instructor in a technical college, I would like to have this book on the reading list for every student and faculty member.",1,Positive,train,amazon
"The chilling story of a group of high school girlfriends brought back together when one is murdered is a terrorizing way to remember Valentines day. The 5 girls, Shelley, Kate, Dorothy, Lily, and Paige have been friends since middle school, the all shared head gear and braces together and they are inseperable....inseperable that is until one is murdered....and a valentine is left with the initials JM inside. Who is it? Slowly, each one is picked off until only one is left....who is the killer? Who would wan",1,Positive,train,amazon
"The product is okay for the price. However, having used used both Infinity and Instyler I must say I prefer the Instyler. I would pay the higher price.The Instyler holds more hair and as a "" Do-it-yourself"" product it is better, as I don't have to hold my hands up as long a time as with the Infinity. I think it would be better for short and less thick hair.",1,Positive,train,amazon
"Firts of all, i dont know why this book had a chance of being one of the top sellers. Every aspect of this book is an obvious rip off of fantasy based genres. If you happen to be new to this kind of ""ideas"", it would be a quite interesting book to read. But of course, in order to enjoy it, you MUST ignore the mediocre dialogue that doesnt seem to fit the whole dragon-king-castle era. By that i mean, what kind of medieval-old-wise man would talk like a 21st century suburban teen? And then start talking in a ",0,Negative,train,amazon
"Really enjoyed this classic FPS. Hardcore gamers wont be disappointed. i highly recommend purchasing. Graphics are great, story-line is solid (and not so short) , audio is excellent and the price is right.",1,Positive,train,amazon
"The premise had promise. The execution was shallow, narcissistic, and naive. In short, it brandished every hallmark of the blog it once was.But, let me be clear: I actually would have loved it as a blog. From a book, I craved more thoughtful prose and structural and thematic sophistication.",0,Negative,train,amazon
"I have been a Stones fan since my dad turned me on to them in the mid 70's. The first album of theirs that I bought with my own money was Some Girls, and I played it till it was all scratched up. And except for Tattoo You, the past 20 or so years have been spotty at best. Well, I'm happy to report that this is their strongest album since T.Y., and rightfully belongs next to their best sixties and seventies albums. I won't bore you with the song details. Just read the reviews here and take it from me, you wo",1,Positive,train,amazon
I think this book is really good for people who continuously tried to be one of the people out on the court.This is the perfect book to start with.,0,Negative,train,amazon
Attention. This is a review of the audio not the book. The packaging of this CD leads one to believe that it is really going to be good. The content is good. But I suggest you just buy the book. The author reads his book in the most monotonous tone ever given on an audio book. I am thinking of asking for a refund. It is disturbing that a book that focuses on customer service does just the opposite by having it read so poorly. It would have taken so little effort to have had someone else read the book well. ,0,Negative,train,amazon
"Tcp/Ip JumpStart is a GREAT book for the beginning IT specialist.Andrew Blank has a very good way of presenting the facts in a very basic, but intricate way. The explanations and examples make this book not just fun to read but also very educational.TCP/IP JumpStart is not only for those who have little experience, but also for those who have intermediate experience.Once your done with this book see your questions will be answered and feeling very comfortable with the topics.This is a must have book",1,Positive,train,amazon
"Starting with the silky narrative by Jeremy Irons, this series will elevate you, educate you, and most certainly entertain you. I can't think of a better adaptation of Evelyn Waugh's book that this marvelous BBC rendition. The scenery, the costumes and, above all, the intoxicatingly vivid relationships will delight you. The bit parts by Sir John Gielgud and Sir Lawrence Olivier are not to be missed.",1,Positive,train,amazon
"I have this mounted on the roof of my silverado and it works great. I get SWR readings of 1.1:1 - 1.2:1 on CH1 and CH20, on both a Cobra 29 LX BT, and a Midland 75-822. I do get comments from my friends about it looking like an RC truck, but it works better than theirs. When not in use or when I park in the garage, I remove the coil and whip, and replace the rubber cap to protect the brass threads. Just make sure you tune it (as you should any CB antenna), place it as high as possible, and you should have n",1,Positive,train,amazon
"My husband loves these things! He says they block out most of the sound in his area of work, which is in a cubicle within a building. He uses them for private training videos and listening to music so as not to disturb his cubicle mates. He even uses them at home to block out his kids while he's taking classes online.",1,Positive,train,amazon
This book shows us that there are everyday angels everywhere. We just have to realize and be open to them.,1,Positive,train,amazon
"excellent hardy well fitting cable for my i pod and small speakers use. fits everywhere almost all plug holes. extends up to 18"" or 3' for adding on speakers, i pod touch hookups, etc. very dependable.",1,Positive,train,amazon
It was page turner. I could not out it down. It was one great adventure after another. I'm looking forward to more books from J.R.R Tolkien!,1,Positive,train,amazon
Had this on my wish list for over a year -- used my Discover Card cash back bonus to make this purchase. Yay!!! Rec'd in good order and thoroughly look forward to watching it over and over and over again. :-))))))))),1,Positive,train,amazon
"I've searched for my favorite Anita O'Day collection, and I think this one is it. O'Day is best known for aggressive, lightning-fast tempos, but those tunes often tend toward novelty. This set concentrates more on ballads, and the results are more mature and emotionally honest (several of these songs were also done by Frank Sinatra). She is influenced by Billie Holiday's behind-the-beat approach, but O'Day's tone is sharper, which lets her play with rhythm on every line. Her performances are jazzier than Si",1,Positive,train,amazon
Many of the things detailed in this book - particularly with regards to the registry are incorrect! I suggest finding a better book as I have personally grown frustrated with this book myself and am looking for something better. It is simply wrong and out of date.,0,Negative,train,amazon
This is one of my favorite Jack Lemmon movies! It's a well done story with some great actors. If you like old movies you should try this one!,1,Positive,train,amazon
"This audio rendition of Charles Dickens Hard Times features the renowned voiced of Paul Scolfeild, distinguished British actor. I found the narration to be very well done and it helped me get into the story but I have to say that I did not find the story to be a classic. There is not too much depth to the characters and the pace of the story seems to go too fast. All in all a decent book, perhaps worth while listening to it, but not one of the greats of world literature.",1,Positive,train,amazon
"I WAS DUMB,,I WENT OUT AND GOT THIS MOVIE BEFORE SEEING IT AND I REALLY WANT MY $12.00 BACK.. STUPID MOVIE,,,SAME DAMN JOKES AGAIN,,IN CLOSING DONT RENT IT DONT BUY IT!",0,Negative,train,amazon
"I have the prior limited edition from 1999, which includes a very nice transfer indeed. I bought this edition for the commentary, but was also expecting an improved transfer, given the comments on the front of the disc. Nope. It's a loser. What a shame that they couldn't get the color timing right or improve on their prior four-year-old edition. Very hard to understand given the popularity of this title..",0,Negative,train,amazon
I read this book and was amazed at how good it was. I bought it for my friend and it came in very quickly and was in perfect condition. She absolutly loves it as well! Amazing book that I would reccomend to anyone!,1,Positive,train,amazon
WE just got this for our 21 month son and he LOVES it! My sister put it together so easily. And it stores very very small. He loves running in and out of it and crawling thru the tunnels. And the fact you can add to it is awesome. This was a great buy and the cheapest price by far on line!,1,Positive,train,amazon
Looks and feels inferior to my other Kipling products. The zipper is problematic in that it does not open and close with ease.,0,Negative,train,amazon
"This opera has pretty good singing and that's pretty much all. The sets and cosumes are just Eurotrash and the opera itself has little plot and even less interest. The music is Rimsky Korsakov at his most mechanical and even the orchestration disappoints --- which is unusual for this composer. Unless you enjoy watching a group of stupid drunks stumble around and hit one another, it is simply not worth watching.",0,Negative,train,amazon
"Standing on the Shoulder of Giants took so long coming out that I almost forgot what Oasis was, but when I bought this CD I remembered. Although there isn't too much new here it's definitly worth getting. I must admit I was little disappionted. I only like half the tracks, but the good ones are really good.",1,Positive,train,amazon
This is a fabulous film but it is Public Domain and by the Asian writing on the cover I'll assume it is one of many poor quality DVD transfers. Unfortunately it is not out in anything significantly better but this price is absurd as you can get it for $5 at any Asian Mall. Watch the film if you can but pass on this DVD.,0,Negative,train,amazon
"I really like this plant even though I had reservations after I decided to order it.The colors do not look as good or vivid as when it is out of the water but after you wash it and leave it in the tank for a few days it really starts to show how beautiful it is and how much color, life and dimension it gives to a tank.The tints of burgundy at the tips and in parts of the roots really make the plant look alive almost and help with blending it with other colorful plants you might want to add to your tank.I am",1,Positive,train,amazon
"I bought an extra large Russell Athletic Men's Dri-Power Hooded Pullover Fleece Sweatshirt,Graphite and let me start off by saying I don't have a fat neck. I put the jacket on and I felt as if I was being choked... so if some one wants to buy this item I suggest getting a size bigger or just not buying it at all. I had to rip the neck part to where it. If I put the hood on it just looks funny now, sigh. how depressing.",0,Negative,train,amazon
This book paints Tarzan in a much more sophisticated light than any of the movies or TV series ever did. The plot is excellent and really pulls you into it.,1,Positive,train,amazon
Get this book! It is one of the greatest books I have read! It's a great story about a man(Mr.Popper) who's likes the Atlantic and gets a little surprise. It's a package from admiral Drake. Read the book and see what happens.,1,Positive,train,amazon
"I know people might say I'm too critical of Julian and not giving himcredit where credit is due. I also will note that Julian is not John in any way. I always believed Julian was much better than he sounds or I should say, makes himself sound anyway. I believe there is John inside Julian somewhere, but we have yet to see that in his lyrics. I don't think the lyrics are that good honestly, and the sound is more like a 1980's retro alternative than modern day. I suppose what I'm disappointed with, is missing ",0,Negative,train,amazon
"Like the saying goes, one man's trash is another man's treasure. In light of that theme, let me just state that Mos Def's trash is most definately not my treasure. If I could give this album negative stars I would but alas, Amazon won't allow for that. Just because Mos is trying to break through and/or meld different genres of music together doesn't mean that it works. Just because it's something that hasn't been heard before doesn't mean that it deserves to be heard, and while I appreciate his ambition, I ",0,Negative,train,amazon
"This PCI card is easy to install, and so is the software. The interface of the software is also good. However, the cable connecting the antenna and the card is too short, making it difficult and often impossible to find a good location for the antenna to have stable strong signal. This is especially true if the PC is located under a desk. The cable is too short for the antenna to reach the desk. My desk has metal legs, which may interfere with the wireless signals. I used this card for a year and was often ",0,Negative,train,amazon
"Um, I guess this is interesting if you're a scholar, but the poems are not actually in here. It's all scholarly apparatus about how to read middle English. This book should be sold under a different title.",0,Negative,train,amazon
"My 13-year-old granddaughter recommended the book and I'm glad she did. Yes - there are literary flaws - but I loved the story and couldn't put it down. Perhaps my second childhood, say you? Whatever - for me, this book fired my imagination and gave me hours of pleasure.",1,Positive,train,amazon
"One word best describes this book: Derivative. The author didn't have to do very much description of his fantasy world because all the players were ""borrowed"" from other authors' worlds --- especially Tolkien's. Paolini didn't have to explain the relationship between elves & humans & dwarves, since Tolkien fans already know all that. Fine; it's fan-fiction. But I was very disappointed that Paolini didn't give Tolkien a mention in his Acknowledgements section.Paolini even tried to mimic LotR by including som",0,Negative,train,amazon
"I get that they want a standard for fitness classes, but if you dance the techniques correctly it is a workout. But just to move quickly with poor form is crazy. The more precise the movements especially the figure 8 movements the more tone on gets. The hands are ""Sloppy"" and the arms are dead weight. Shoulders are not kept away from the ears correctly. I just think you are better off buying a technique dvd with a dancer of professional performance status and drill the sequences.I found the transitions, seq",0,Negative,train,amazon
"I first saw this film back in the 90's on A&E. I bought it on VHS as soon as it was available and now have it on Dvd. It's part of my must watch Christmas season collection. Lenny Henry's genie adapting to the 20th century is hilarious, Alan Cumming's hapless ""Bernard Bottle"" is great and Rowan Atkinson plays the bad guy to his usual perfection. Don't expect HD quality, but it's worth it anyway.",1,Positive,train,amazon
"As usual Ms Auel repeats herself constantly, telling you the same thing she went through a few chapters ago. Again we hear of his blue eyes and her accent on almost every page. Ayla's history is repeated over and over again. ... The average reader will not remember that this is 99% pure fantasy and 1% fact on the artifacts. Perhaps Ms Auel's next book should be Science Fiction where her mix of customs and language would not be so jarring. Put it on another planet and it might be more digestable.",0,Negative,train,amazon
I love this movie! The special effects are crazy and the storyline was interesting also. I highly recommend this movie.,1,Positive,train,amazon
"I bought a pair last year, which was early style(made in Italy), it was awsome! some how I broke the frame. So I ordered this one from UVEX sport, they described it as made in Italy, but actually made in China. The quality was awful! It slips and the lense had some optical problem. I was forced to returned it after one day. so I glued my old one back and use it as it, and It still works GREAT! All I can say is ""OVER PRICE KNOCK OFF,""",0,Negative,train,amazon
The scale calibrates but then does not weigh accurately from one weighing to the next. I thought this was supposed to be medical grade?!?,0,Negative,train,amazon
"This movie sticks in my head. Not because it was wonderful, because it was THAT BAD. I don't mind odd. My tastes can even run to the quirky, but this was just dull, boring, confusing, stupid, horrible etc etc etc. I felt like punching myself for sitting through this foul movie!!",0,Negative,train,amazon
I just needed a couple of cases for my Colt Commander and Walther PPK. These cases worked great. I was able to put a pistol and spare clip in each case and it worked great. Exactly what I was looking for and in a great price range!,1,Positive,train,amazon
"I loved this movie. It has commandoes, action, suspense, everything. I'm not very good at reviews unless I have a complaint. Here it is. The helicopter. It may not bother some people, but it bothers me, just because I take an interest in various types of aircraft. Anyone who knows anything about helicopters will recognize it as an American helicopter, not German, and totally wrong for the period. But that's the only mosquito on the camping trip. It's no reason not to pitch the tent. Buy the film, and enjoy!",1,Positive,train,amazon
Deep Blue Sea makes Jaws look like Cinderella! How come the original wasn't half as good as the others? Here's how I think the Jaws series goes! 1.Jaws 3 2.Jaws 4:The Revenge 3.Jaws 2 4.Jaws,0,Negative,train,amazon
"Little too much jam and not enough Jazz but still good listening overall. Intended a three star review but edit doesn't let me change the ""star"" value.",0,Negative,train,amazon
