text,label,label_name,split,dataset
... that the material is so second-rate .,0,Negative,train,sst2
that 's good,1,Positive,train,sst2
worthy idea,1,Positive,train,sst2
"none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him .",0,Negative,train,sst2
compulsively watchable,1,Positive,train,sst2
"with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds",1,Positive,train,sst2
is strong as always,1,Positive,train,sst2
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",1,Positive,train,sst2
equally distasteful,0,Negative,train,sst2
of the big summer movies,1,Positive,train,sst2
is barely an hour long .,0,Negative,train,sst2
it 's hardly a necessary enterprise .,0,Negative,train,sst2
damn fine,1,Positive,train,sst2
a compelling story of musical passion,1,Positive,train,sst2
", simple-minded and stereotypical",0,Negative,train,sst2
an extremely unpleasant film .,0,Negative,train,sst2
"even if invincible is not quite the career peak that the pianist is for roman polanski , it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .",1,Positive,train,sst2
this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces .,1,Positive,train,sst2
"'s still a sweet , even delectable diversion .",1,Positive,train,sst2
in action,1,Positive,train,sst2
pays earnest homage to turntablists and,1,Positive,train,sst2
a lack of clarity and audacity,0,Negative,train,sst2
the surest bet,1,Positive,train,sst2
maintains a dark mood that makes the film seem like something to endure instead of enjoy .,0,Negative,train,sst2
"blind , crippled , amish people",0,Negative,train,sst2
asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up,1,Positive,train,sst2
"what 's most offensive is n't the waste of a good cast ,",0,Negative,train,sst2
has the dubious distinction of being a really bad imitation of the really bad blair witch project .,0,Negative,train,sst2
"about the film , which very simply sets out to entertain and ends up delivering in good measure",1,Positive,train,sst2
seems suited neither to kids or adults .,0,Negative,train,sst2
steals so freely from other movies,0,Negative,train,sst2
pertinent and enduring,1,Positive,train,sst2
"the usual movie rah-rah , pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard .",1,Positive,train,sst2
the story compels,1,Positive,train,sst2
a period story about a catholic boy who tries to help a jewish friend get into heaven by sending the audience straight to hell .,0,Negative,train,sst2
constant smiles and,1,Positive,train,sst2
love the film,1,Positive,train,sst2
interest can not be revived .,0,Negative,train,sst2
to bring something new into the mix,1,Positive,train,sst2
"a gorgeously strange movie ,",1,Positive,train,sst2
stuck under my seat trying to sneak out of the theater,0,Negative,train,sst2
"color and depth ,",1,Positive,train,sst2
good and different,1,Positive,train,sst2
sand 's masculine persona,1,Positive,train,sst2
"a waste of de niro , mcdormand and the other good actors",0,Negative,train,sst2
ever a concept came handed down from the movie gods on a silver platter,1,Positive,train,sst2
"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen .",1,Positive,train,sst2
mr. scorsese 's bravery and integrity,1,Positive,train,sst2
the highly predictable narrative falls short,0,Negative,train,sst2
"a preposterous , prurient whodunit",0,Negative,train,sst2
showdown,0,Negative,train,sst2
is a seriously intended movie that is not easily forgotten .,1,Positive,train,sst2
"this is a very ambitious project for a fairly inexperienced filmmaker ,",1,Positive,train,sst2
"strolls through this mess with a smug grin ,",0,Negative,train,sst2
"may leave the theater with more questions than answers , but darned if your toes wo n't still be tapping .",1,Positive,train,sst2
whole family,1,Positive,train,sst2
"wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him .",1,Positive,train,sst2
seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .,0,Negative,train,sst2
take you to outer space,1,Positive,train,sst2
bring on the sequel,1,Positive,train,sst2
of a war zone,0,Negative,train,sst2
"the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",1,Positive,train,sst2
has become the master of innuendo,1,Positive,train,sst2
pedro,1,Positive,train,sst2
a trifle flat,0,Negative,train,sst2
the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent,0,Negative,train,sst2
and paper-thin supporting characters,0,Negative,train,sst2
enhances the excellent performances,1,Positive,train,sst2
you are likely to be as heartily sick of mayhem as cage 's war-weary marine .,0,Negative,train,sst2
are especially fine .,1,Positive,train,sst2
no unifying rhythm or,0,Negative,train,sst2
does n't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,0,Negative,train,sst2
so stilted and unconvincing,0,Negative,train,sst2
sidesplitting,1,Positive,train,sst2
"brings together some of the biggest names in japanese anime , with impressive results .",1,Positive,train,sst2
sloughs one 's way,0,Negative,train,sst2
"a brisk , reverent , and subtly different sequel .",1,Positive,train,sst2
nebrida,1,Positive,train,sst2
a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,1,Positive,train,sst2
"the cleverness ,",1,Positive,train,sst2
a sadistic bike flick that would have made vittorio de sica proud,1,Positive,train,sst2
"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life ,",1,Positive,train,sst2
can write and deliver a one liner as well as anybody,1,Positive,train,sst2
so larger than life,1,Positive,train,sst2
the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience,0,Negative,train,sst2
do anything,0,Negative,train,sst2
"were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",0,Negative,train,sst2
handled correctly,1,Positive,train,sst2
a vehicle to showcase the canadian 's inane ramblings,0,Negative,train,sst2
drags the film down,0,Negative,train,sst2
awful acts,0,Negative,train,sst2
younger lad,1,Positive,train,sst2
"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare",1,Positive,train,sst2
refreshing to see a romance this smart,1,Positive,train,sst2
lost the ability to think,0,Negative,train,sst2
slow and dreary,0,Negative,train,sst2
good for this sucker,1,Positive,train,sst2
such fresh territory,1,Positive,train,sst2
into the complexities of the middle east struggle and,1,Positive,train,sst2
labors as storytelling,0,Negative,train,sst2
'll find yourself wishing that you and they were in another movie .,0,Negative,train,sst2
carrying this wafer-thin movie on his nimble shoulders,0,Negative,train,sst2
the screen like a true star,1,Positive,train,sst2
", collateral damage presents schwarzenegger as a tragic figure",0,Negative,train,sst2
"with impeccable comic timing , raffish charm and piercing intellect",1,Positive,train,sst2
its delivery is a complete mess,0,Negative,train,sst2
frustrating patchwork,0,Negative,train,sst2
make the most sincere and artful movie in which adam sandler will probably ever appear,1,Positive,train,sst2
( the cockettes ) provides a window into a subculture hell-bent on expressing itself in every way imaginable . ',1,Positive,train,sst2
champion the fallibility of the human heart,1,Positive,train,sst2
is delicately,1,Positive,train,sst2
but what gives human nature its unique feel is kaufman 's script,1,Positive,train,sst2
meandering and pointless french coming-of-age import,0,Negative,train,sst2
an uplifting,1,Positive,train,sst2
see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,1,Positive,train,sst2
turns numbingly dull-witted and disquietingly creepy .,0,Negative,train,sst2
"'s sweet , funny , charming , and completely delightful",1,Positive,train,sst2
's an excellent 90-minute film,1,Positive,train,sst2
first-time director denzel washington and a top-notch cast,1,Positive,train,sst2
a rip-roaring comedy action,1,Positive,train,sst2
beautifully reclaiming the story of carmen and,1,Positive,train,sst2
the most amazing super-sized dosage of goofball stunts any `` jackass '' fan,1,Positive,train,sst2
proves himself a deft pace master and stylist .,1,Positive,train,sst2
"has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .",1,Positive,train,sst2
gorgeous locales,1,Positive,train,sst2
that heralds something special,1,Positive,train,sst2
diane lane 's sophisticated performance ca n't rescue adrian lyne 's unfaithful from its sleazy moralizing .,0,Negative,train,sst2
a puzzle whose pieces do not fit .,0,Negative,train,sst2
of all hollywood fantasies,1,Positive,train,sst2
", it succeeds .",1,Positive,train,sst2
so vivid,1,Positive,train,sst2
has nurtured his metaphors at the expense of his narrative,0,Negative,train,sst2
the best-sustained ideas i have ever seen on the screen,1,Positive,train,sst2
"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",0,Negative,train,sst2
career - kids = misery ),0,Negative,train,sst2
"decides whether it wants to be a black comedy , drama , melodrama or some combination of the three .",0,Negative,train,sst2
strenuous,0,Negative,train,sst2
the english call ` too clever by half,1,Positive,train,sst2
something is rotten in the state of california,0,Negative,train,sst2
"one problem with the movie , directed by joel schumacher ,",0,Negative,train,sst2
remarkable procession of sweeping pictures,1,Positive,train,sst2
cute factor,1,Positive,train,sst2
i felt trapped and with no obvious escape for the entire 100 minutes .,0,Negative,train,sst2
a catastrophic collision,0,Negative,train,sst2
the best sports movie i 've ever seen .,1,Positive,train,sst2
a pleasant piece of escapist entertainment,1,Positive,train,sst2
this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .,0,Negative,train,sst2
his reserved but existential poignancy,1,Positive,train,sst2
engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks,1,Positive,train,sst2
"michael zaidan , was supposed to have like written the screenplay or something",0,Negative,train,sst2
"its exquisite acting , inventive screenplay ,",1,Positive,train,sst2
one of those comedies that just seem like a bad idea from frame one,0,Negative,train,sst2
at the right film,1,Positive,train,sst2
", pity anyone who sees this mishmash .",0,Negative,train,sst2
fantastic,1,Positive,train,sst2
of moral compromise,1,Positive,train,sst2
a stirring tribute,1,Positive,train,sst2
falls apart like a cheap lawn chair,0,Negative,train,sst2
"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond",1,Positive,train,sst2
"loved the people onscreen , even though i could not stand them .",1,Positive,train,sst2
madonna 's,0,Negative,train,sst2
even the digressions are funny .,1,Positive,train,sst2
pornography or documentary,0,Negative,train,sst2
"... the movie is too heady for children , and too preachy for adults .",0,Negative,train,sst2
bad cinema,0,Negative,train,sst2
"a first-class , thoroughly involving b movie that effectively combines two surefire , beloved genres",1,Positive,train,sst2
rigid,0,Negative,train,sst2
is what we call the ` wow ' factor .,1,Positive,train,sst2
are clinically depressed and,0,Negative,train,sst2
a shallow rumination,0,Negative,train,sst2
's good to see michael caine whipping out the dirty words and punching people in the stomach again,1,Positive,train,sst2
"implies in its wake the intractable , irreversible flow of history",1,Positive,train,sst2
wreaked,0,Negative,train,sst2
"as if solondz had two ideas for two movies , could n't really figure out how to flesh either out",0,Negative,train,sst2
to a harrison ford low,0,Negative,train,sst2
"has a way of seeping into your consciousness ,",1,Positive,train,sst2
it 's a very sincere work,1,Positive,train,sst2
probably the best case for christianity since chesterton and lewis,1,Positive,train,sst2
", yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults .",0,Negative,train,sst2
"spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick",1,Positive,train,sst2
"as lax and limp a comedy as i 've seen in a while , a meander through worn-out material",0,Negative,train,sst2
this film always keeping the balance between the fantastic and the believable,1,Positive,train,sst2
seventy-minute running time,1,Positive,train,sst2
charm or texture,1,Positive,train,sst2
a meditation on the deep deceptions of innocence,1,Positive,train,sst2
"seems content to dog-paddle in the mediocre end of the pool , and",0,Negative,train,sst2
"zero-dimensional , unlikable characters and",0,Negative,train,sst2
chilling movie,1,Positive,train,sst2
a very depressing movie of many missed opportunities .,0,Negative,train,sst2
is engaging enough to keep you from shifting in your chair too often,1,Positive,train,sst2
is hilarious,1,Positive,train,sst2
well-meant but unoriginal,0,Negative,train,sst2
nothing overly original,0,Negative,train,sst2
enchanting ...,1,Positive,train,sst2
assert,0,Negative,train,sst2
"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .",1,Positive,train,sst2
recommend,1,Positive,train,sst2
of its seas of sand to the fierce grandeur of its sweeping battle scenes,1,Positive,train,sst2
feels limited by its short running time,0,Negative,train,sst2
as a call for pity and sympathy,0,Negative,train,sst2
surrealistic,1,Positive,train,sst2
"is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride",0,Negative,train,sst2
this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,0,Negative,train,sst2
nothing original in the way of slapstick sequences,0,Negative,train,sst2
a loquacious and dreary piece,0,Negative,train,sst2
"hold our interest , but its just not a thrilling movie",0,Negative,train,sst2
humor and technological finish,1,Positive,train,sst2
eventually works its way up to merely bad rather than painfully awful,0,Negative,train,sst2
delivers the goods,1,Positive,train,sst2
it never rises to its clever what-if concept .,0,Negative,train,sst2
riveting documentary .,1,Positive,train,sst2
"require the patience of job to get through this interminable , shapeless documentary about the swinging subculture",0,Negative,train,sst2
the `` a '' range,1,Positive,train,sst2
"an unholy mess ,",0,Negative,train,sst2
"this gentle , mesmerizing portrait of a man coming to terms with time",1,Positive,train,sst2
"though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life .",1,Positive,train,sst2
find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her,1,Positive,train,sst2
without any of its satirical,0,Negative,train,sst2
perhaps the best sports movie i 've ever seen .,1,Positive,train,sst2
feels as though it 's trying to set the women 's liberation movement back 20 years,0,Negative,train,sst2
and sumptuous stream,1,Positive,train,sst2
elaborate,1,Positive,train,sst2
"invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games",1,Positive,train,sst2
"that those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home",0,Negative,train,sst2
how admirably,1,Positive,train,sst2
the nonstop artifice,1,Positive,train,sst2
"all , a condition only the old are privy to",0,Negative,train,sst2
's a clarity of purpose and even-handedness,1,Positive,train,sst2
's not too much of anything,0,Negative,train,sst2
over-blown,0,Negative,train,sst2
set the women 's liberation movement back 20 years,0,Negative,train,sst2
the dark theater,0,Negative,train,sst2
does a disservice to the audience and to the genre .,0,Negative,train,sst2
are scenes of cinematic perfection that steal your heart away .,1,Positive,train,sst2
see nothing in it,0,Negative,train,sst2
"the film , and at times , elevate it to a superior crime movie",1,Positive,train,sst2
's a mystery how the movie could be released in this condition .,0,Negative,train,sst2
as emotionally grand,1,Positive,train,sst2
loose,0,Negative,train,sst2
"while the importance of being earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond wilde 's wit and the actors ' performances .",0,Negative,train,sst2
is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times,1,Positive,train,sst2
has become apparent that the franchise 's best years are long past,0,Negative,train,sst2
"he 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does",0,Negative,train,sst2
"it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success .",0,Negative,train,sst2
"almost completely dry of humor , verve and fun",0,Negative,train,sst2
", and smugly suggests a superior moral tone is more important than filmmaking skill",0,Negative,train,sst2
lacks it .,0,Negative,train,sst2
inquisitive,1,Positive,train,sst2
it is wise,1,Positive,train,sst2
"is the phenomenal , water-born cinematography by david hennings",1,Positive,train,sst2
the film is not only a love song to the movies,1,Positive,train,sst2
talented cast,1,Positive,train,sst2
crude film,0,Negative,train,sst2
students that deals with first love sweetly but also seriously,1,Positive,train,sst2
can seem tiresomely simpleminded .,0,Negative,train,sst2
the pitfalls,1,Positive,train,sst2
of grief and loss,0,Negative,train,sst2
soulless and -- even more damning -- virtually joyless,0,Negative,train,sst2
by the dynamic first act,1,Positive,train,sst2
", and among the best films of the year .",1,Positive,train,sst2
and `` terrible,0,Negative,train,sst2
"to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate )",1,Positive,train,sst2
this movie is to be cherished .,1,Positive,train,sst2
clever ideas and,1,Positive,train,sst2
"seem repetitive and designed to fill time , providing no real sense of suspense",0,Negative,train,sst2
encounter than the original could ever have hoped to be,1,Positive,train,sst2
"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0,Negative,train,sst2
succeeds due to its rapid-fire delivery and enough inspired levity,1,Positive,train,sst2
"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout",1,Positive,train,sst2
the extreme generation ',1,Positive,train,sst2
shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting,1,Positive,train,sst2
definitely funny stuff,1,Positive,train,sst2
"jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end",1,Positive,train,sst2
it is more likely to induce sleep than fright .,0,Negative,train,sst2
"one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",1,Positive,train,sst2
constantly defies expectation,1,Positive,train,sst2
this intricately structured and well-realized drama,1,Positive,train,sst2
laborious pacing,0,Negative,train,sst2
parable that loves its characters and communicates something rather beautiful about human nature,1,Positive,train,sst2
hard pressed to succumb to the call of the wild,0,Negative,train,sst2
distances you,0,Negative,train,sst2
at least a minimal appreciation,1,Positive,train,sst2
look too deep into the story,0,Negative,train,sst2
"the town has kind of an authentic feel , but",1,Positive,train,sst2
easy to make such a worthless film,0,Negative,train,sst2
in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .,0,Negative,train,sst2
misfiring,0,Negative,train,sst2
"assayas ' ambitious , sometimes beautiful adaptation",1,Positive,train,sst2
refreshes the mind and spirit,1,Positive,train,sst2
"meeting , even exceeding expectations",1,Positive,train,sst2
k 19 stays afloat as decent drama/action flick,1,Positive,train,sst2
"a delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",1,Positive,train,sst2
88-minute rip-off,0,Negative,train,sst2
he has severe body odor,0,Negative,train,sst2
more sophisticated and literate than such pictures usually are ...,1,Positive,train,sst2
mediocre,0,Negative,train,sst2
", uncompromising",0,Negative,train,sst2
short running,0,Negative,train,sst2
sulky,0,Negative,train,sst2
"the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality",1,Positive,train,sst2
otherwise talented,1,Positive,train,sst2
the trip there is a great deal of fun .,1,Positive,train,sst2
by the sketchiest of captions,0,Negative,train,sst2
"er , bubbly",1,Positive,train,sst2
a captivating coming-of-age story,1,Positive,train,sst2
de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season .,1,Positive,train,sst2
"better effects ,",1,Positive,train,sst2
"a classy , sprightly spin",1,Positive,train,sst2
"dark humor , gorgeous exterior photography",1,Positive,train,sst2
dull-witted and,0,Negative,train,sst2
a film neither bitter nor sweet,0,Negative,train,sst2
"a classy , sprightly spin on film",1,Positive,train,sst2
schlocky horror/action hybrid,0,Negative,train,sst2
broke out into elaborate choreography,1,Positive,train,sst2
a real winner --,1,Positive,train,sst2
shining performance,1,Positive,train,sst2
worth cheering as a breakthrough,1,Positive,train,sst2
for nice evening out,1,Positive,train,sst2
"because the film deliberately lacks irony , it has a genuine dramatic impact ;",1,Positive,train,sst2
"original character , siuation or joke",1,Positive,train,sst2
it 's still damn funny stuff,1,Positive,train,sst2
is a throwback war movie that fails on so many levels,0,Negative,train,sst2
a fair share,1,Positive,train,sst2
one of those films that started with a great premise and then just fell apart,0,Negative,train,sst2
"a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain",1,Positive,train,sst2
mainly unfunny,0,Negative,train,sst2
it 's an effort to watch this movie,0,Negative,train,sst2
stunning animation,1,Positive,train,sst2
dull .,0,Negative,train,sst2
"is listless , witless , and devoid of anything",0,Negative,train,sst2
"road to perdition does display greatness , and it 's worth seeing .",1,Positive,train,sst2
lasting traces of charlotte 's web,1,Positive,train,sst2
a pathetic exploitation film,0,Negative,train,sst2
oscar-worthy,1,Positive,train,sst2
"a waste of de niro , mcdormand and the other good actors in the cast",0,Negative,train,sst2
lumbering load,0,Negative,train,sst2
realistic portrayal,1,Positive,train,sst2
a showcase,1,Positive,train,sst2
in denial about,0,Negative,train,sst2
you laugh,1,Positive,train,sst2
a spark of new inspiration in it,1,Positive,train,sst2
cheapened the artistry of making a film,0,Negative,train,sst2
working from a surprisingly sensitive script co-written by gianni romoli ...,1,Positive,train,sst2
does everything,1,Positive,train,sst2
be so stupid,0,Negative,train,sst2
"the action here is unusually tame , the characters are too simplistic to maintain interest ,",0,Negative,train,sst2
runs out of steam after a half hour,0,Negative,train,sst2
", may not touch the planet 's skin , but understands the workings of its spirit .",1,Positive,train,sst2
2-day old coke,0,Negative,train,sst2
a fascinating curiosity piece --,1,Positive,train,sst2
an autopilot hollywood concoction lacking in imagination and authentic christmas spirit,0,Negative,train,sst2
utter mush,0,Negative,train,sst2
of a balanced film that explains the zeitgeist that is the x games,1,Positive,train,sst2
with passionate enthusiasms like martin scorsese,1,Positive,train,sst2
worth a peek,1,Positive,train,sst2
you drive past -- even if it chiefly inspires you to drive a little faster,1,Positive,train,sst2
equilibrium becomes a concept doofus,0,Negative,train,sst2
not since ghostbusters has a film used manhattan 's architecture in such a gloriously goofy way .,1,Positive,train,sst2
little fuss or noise,0,Negative,train,sst2
are having so much fun,1,Positive,train,sst2
constricted,0,Negative,train,sst2
a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists,1,Positive,train,sst2
be careful what you wish for '',0,Negative,train,sst2
delights,1,Positive,train,sst2
"takes you by the face , strokes your cheeks",1,Positive,train,sst2
its unerring respect,1,Positive,train,sst2
best enjoyed as a work of fiction inspired by real-life events .,1,Positive,train,sst2
happiness,1,Positive,train,sst2
"who 's fallen under the sweet , melancholy spell of this unique director 's previous films",1,Positive,train,sst2
absurdities,0,Negative,train,sst2
dim-witted and,0,Negative,train,sst2
desperate for work and food,0,Negative,train,sst2
concocted,0,Negative,train,sst2
drop,0,Negative,train,sst2
make a person who has lived her life half-asleep suddenly wake up and take notice,1,Positive,train,sst2
went 8 movies ago,0,Negative,train,sst2
the ideal outlet for his flick-knife diction in the role of roger swanson,1,Positive,train,sst2
give a spark,1,Positive,train,sst2
the believer is nothing less than a provocative piece of work,1,Positive,train,sst2
gives gifts to grownups,1,Positive,train,sst2
metaphor,1,Positive,train,sst2
extraordinary debut,1,Positive,train,sst2
"while the film is not entirely successful , it still manages to string together enough charming moments to work .",1,Positive,train,sst2
"complex and quirky ,",1,Positive,train,sst2
"why , you may ask , why should you buy the movie milk when the tv cow is free ?",0,Negative,train,sst2
original hit movie,1,Positive,train,sst2
"is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",0,Negative,train,sst2
has a customarily jovial air but a deficit of flim-flam inventiveness .,0,Negative,train,sst2
barely defensible sexual violence,0,Negative,train,sst2
it 's hard to stop watching,1,Positive,train,sst2
that they 're stuck with a script that prevents them from firing on all cylinders,0,Negative,train,sst2
good-natured fun,1,Positive,train,sst2
a children 's party clown gets violently gang-raped,0,Negative,train,sst2
face frightening late fees,0,Negative,train,sst2
what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster,1,Positive,train,sst2
refreshingly realistic,1,Positive,train,sst2
"reveals itself slowly , intelligently ,",1,Positive,train,sst2
"outrageous , ingenious",1,Positive,train,sst2
", smoky and inviting",1,Positive,train,sst2
achieving some honest insight into relationships,1,Positive,train,sst2
have a hard time sitting through this one,0,Negative,train,sst2
very insecure,0,Negative,train,sst2
for children,1,Positive,train,sst2
being the barn-burningly bad movie it promised it would be,0,Negative,train,sst2
foolish,0,Negative,train,sst2
directed and convincingly acted,1,Positive,train,sst2
` innovative ' and ` realistic ',1,Positive,train,sst2
while there 's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ),0,Negative,train,sst2
that shows the promise of digital filmmaking,1,Positive,train,sst2
"sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it .",0,Negative,train,sst2
is worse :,0,Negative,train,sst2
nearly terminal case,0,Negative,train,sst2
an excellent job,1,Positive,train,sst2
wonderful fencing scenes and an exciting plot make this an eminently engrossing film .,1,Positive,train,sst2
to enjoy good trash every now and then,1,Positive,train,sst2
eminently engrossing film,1,Positive,train,sst2
gondry 's direction is adequate ... but what gives human nature its unique feel is kaufman 's script,1,Positive,train,sst2
"most of the information has already appeared in one forum or another and , no matter how broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .",0,Negative,train,sst2
you 'll enjoy this movie .,1,Positive,train,sst2
... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .,0,Negative,train,sst2
"... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings .",1,Positive,train,sst2
dark to be decipherable,0,Negative,train,sst2
have been called ` under siege 3,0,Negative,train,sst2
lacking in imagination and authentic christmas spirit,0,Negative,train,sst2
that sucks you in and dares you not to believe it,1,Positive,train,sst2
the ambiguous ending seem goofy rather than provocative,0,Negative,train,sst2
lifts your spirits,1,Positive,train,sst2
"the growing , moldering pile",0,Negative,train,sst2
"`` the dangerous lives of altar boys '' has flaws , but",0,Negative,train,sst2
nonetheless it drags during its 112-minute length,0,Negative,train,sst2
