text,label,label_name,split,dataset
"Florida Hurricane Death Toll Rises to 17 PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to dig out victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",0,World,train,ag_news
Shaq may play in Heat opener MIAMI -- Shaquille O #39;Neal wants to play in Miami #39;s opener today at New Jersey despite a strained left hamstring. O #39;Neal said after yesterday #39;s practice the hamstring felt awkward when he ran.,1,Sports,train,ag_news
Windows Upgrade Causing Campus Headaches (washingtonpost.com) washingtonpost.com - Microsoft Corp.'s decision to release a major upgrade for its flagship operating system in the same month that hundreds of thousands of students are reporting to college campuses across the nation is causing a major headache for the higher education community.,3,Sci/Tech,train,ag_news
"BA earnings up British Airways, Europe #39;s second-biggest airline, says second-quarter operating profit rose 23 percent on tighter costs and higher passenger numbers.",0,World,train,ag_news
"EU Set to Announce Funding for AU Darfur Force (Reuters) Reuters - The European Union is likely to\announce a contribution of more than 100 million euros to an\African Union force in Darfur, amid calls for extra AU soldiers\to be deployed in Sudan's troubled region.",0,World,train,ag_news
"Ten Colombian Police Die in Marxist Rebel Ambush &lt;p&gt;&lt;/p&gt;&lt;p&gt; BOGOTA, Colombia (Reuters) - Ten Colombian police officerswere killed on Tuesday in an ambush by the National LiberationArmy, or ELN, in the worst attack by the Marxist group inyears, authorities told Reuters.&lt;/p&gt;",0,World,train,ag_news
"Wachovia exec McMullen retires Wachovia Corp. said Thursday that Don McMullen Jr., head of its capital management unit, is retiring at year-end. He will be replaced by David Carroll, 47, who has led the company #39;s merger integrations and corporate marketing.",2,Business,train,ag_news
S.E.C. Inquiry on Circulation at Newspapers Said to Widen More than six newspaper companies have received letters from the Securities and Exchange Commission seeking information about their circulation practices.,2,Business,train,ag_news
"Ultima Online: Samurai Empire Gone Gold October 13, 2004 - EA sent word that Ultima Online: Samurai Empire has gone gold today and will be in stores Nov. 2nd. quot;We are right on track to deliver this exciting new experience to our fans next month, quot; said",3,Sci/Tech,train,ag_news
British Library gets wireless net Visitors to the British Library can now take advantage of broadband wireless internet access.,3,Sci/Tech,train,ag_news
"LSU routs N. Texas, now is 8-0 NO. 1 LSU 77, NORTH TEXAS 51: At Baton Rouge, La. - Seimone Augustus scored 22 points on 11-for-11 shooting, leading Louisiana State (8-0) over North Texas (2-2) on Tuesday.",1,Sports,train,ag_news
"Don #39;t touch my internet! Cut off their connection to the web and people have moments of quot;withdrawal and feelings of loss, frustration and disconnectedness quot;, according to a report released this week by Yahoo.",3,Sci/Tech,train,ag_news
New players proposal could be last chance -- Any hope of saving the NHL season hinges on whether the next proposal by the players #39; association stirs serious negotiating.,1,Sports,train,ag_news
"Angels Clobber Mariners 5-2 (AP) AP - Dallas McPherson had three hits and an RBI in his first major league start Monday night, helping the Anaheim Angels gain ground in the playoff race with a 5-2 victory over the Seattle Mariners.",1,Sports,train,ag_news
Regulator Says Fannie Mae Deliberately Flouted Rules Fannie Mae #39;s prime regulator said today that the giant mortgage company deliberately flouted accounting rules to project an image of smooth and relatively low-risk-earnings growth.,2,Business,train,ag_news
"EU considers sanctions against Sudan afrol News, 13 September - Foreign Ministers of the European Union (EU) today decided to investigate whether the situation in Sudan #39;s Darfur provinces should be termed quot;genocide quot;.",0,World,train,ag_news
"Kerry Warns of Privatized Social Security WASHINGTON - Massachusetts Sen. John Kerry accused President Bush on Sunday of planning a surprise second-term effort to privatize Social Security and forecast a ""disaster for America's middle class."" Republicans denied the charge as scare tactics with little more than two weeks remaining in a tight election...",0,World,train,ag_news
"Amazon offers discount to A9 search users Online retailer Amazon.com Inc is offering a 1.57 per cent shopping discount to registered users of its new A9 Web search service as a way to increase A9 use and promote buying on Amazon, the company #39;s Web site showed on Friday.",3,Sci/Tech,train,ag_news
"Limit sweet deals for Fannie Mae Accounting scandals, first at Freddie Mac and now alleged at Fannie Mae, call into question the future of those government-sponsored but investor-owned companies that buy home mortgages from lenders.",2,Business,train,ag_news
"Microsoft to skip Itanium with supercomputing Windows Microsoft Corp. will support only x86 processors with 64-bit extensions when it releases a special version of Windows Server for high performance computing (HPC) next year, leaving support for Intel Corp.'s Itanium 2 for a later, undefined date.",3,Sci/Tech,train,ag_news
"Higher bid for PeopleSoft? (TheDeal.com) TheDeal.com - Try lower, says Oracle CEO Larry Ellison on the witness stand in Delaware's Court of Chancery.",3,Sci/Tech,train,ag_news
"Mount St. Helens Top Washington Polluter (AP) AP - Washington state's top polluter isn't a pulp mill, a power plant or refinery. It's the newly awakened Mount St. Helens. Since the volcano began erupting in early October, it has been pumping out 50 to 250 tons a day of sulfur dioxide, the lung-stinging gas that causes acid rain and contributes to haze.",3,Sci/Tech,train,ag_news
"At Big Blue, there are no small bets The Palmisano era is gaining speed with renewed emphasis on growth, and the culture at IBM is changing, Brian Bergstein reports from New York.",3,Sci/Tech,train,ag_news
Hall of Famer Sifford gets last laugh Charlie Sifford can laugh at everything now: The ugly names. The telephoned threats. The quot;whites only quot; clause that remained in the pro tour #39;s bylaws until 1961.,1,Sports,train,ag_news
Best airs his views on Arsenal rivalry Manchester United legend George Best has revealed his disdain for the perpetrators of the food fight which took place at Old Trafford last weekend after the highly-charged game with Arsenal.,1,Sports,train,ag_news
"Divorcee Gets Lesson in Finance (AP) AP - At first, Kristin Briggs felt mistrust. Not toward her husband, who wanted a divorce, but toward her new financial planner.",2,Business,train,ag_news
"California Pension Activist Expects to Be Ousted Sean Harrigan, a figure in the corporate governance movement, said that he expected to be ousted as president of the board of California's large public pension fund.",2,Business,train,ag_news
"Defense giant to increase its dividend Raytheon Co. said it plans to increase its dividend and repurchase \$700 million in shares. The Waltham-based aerospace and defense giant increased its annual dividend 10 percent to 88 cents a share from 80 cents, starting with the first quarter of 2005. Raytheon said its board also authorized \$700 million in share repurchases, which it expects to complete over 18 ...",2,Business,train,ag_news
"Australian PM to Call Oct. 9 Election - Media (Reuters) Reuters - Conservative Australian Prime Minister\John Howard is about to call an Oct. 9 election to seek a\fourth consecutive term in office, local media said on Sunday.",0,World,train,ag_news
"France won't release Arafat's medical records PARIS -- France has no intention of making Yasser Arafat's medical records public and will leave the decision about what to do with them up to his family, the foreign minister said yesterday.",0,World,train,ag_news
"Wannstedt said set to resign Dave Wannstedt may have coached his last game for the Miami Dolphins. With his team at 1-8, Wannstedt is expected to resign today, according to reports late yesterday on The Miami Herald's website and two South Florida television stations. A third TV station, WTVJ, said Wannstedt already resigned.",1,Sports,train,ag_news
"Scientists discover two new extra-solar planets Astronomers scouring nearby stars have found two planets that mirror Neptune in size, making them by far the smallest found outside the solar system.",3,Sci/Tech,train,ag_news
"Americans Wake Up Playing with passion and pride that was missing the first day, the United States collects 2 1/2 out of 4 points in the morning four-ball matches at the Ryder Cup on Saturday.",1,Sports,train,ag_news
"Edison International Net Profit Climbs Edison International (EIX.N: Quote, Profile, Research) on Friday posted a 49 percent increase in third-quarter earnings, with most of the earnings coming from completed and planned asset sales.",2,Business,train,ag_news
"Bill introduced in US Senate, seeking UN action on Myanmar (AFP) AFP - A resolution seeking UN Security Council action against Myanmar was introduced in the US Senate, accusing the Southeast Asian state's military rulers of brutally repressing ethnic minorities and using rape as a weapon of war.",0,World,train,ag_news
Apathy grows as lockout enters second week Peter Forsberg signs with MoDo of the Swedish Elite League while Rick Nash and Joe Thornton have an auspicious debut with HC Davos of the Swiss Elite League.,1,Sports,train,ag_news
"Sprint PCS becomes first carrier to offer new Treo Sprint Corp. announced it will be the first carrier to offer palmOne Inc. #39;s new Treo 650 smart phone. The device, which will retail for \$600, includes phone, e-mail, Web, organizer, MP3 player, digital camera and camcorder capabilities.",3,Sci/Tech,train,ag_news
"UK Prime Minister Blair Warmly #39; Congratulates President Bush UK Prime Minister Tony Blair said he warmly congratulated #39; #39; US President George W. Bush on winning a second term, and urged him to revitalize the Middle East peace process.",0,World,train,ag_news
"Samsung Buys Into Digital Wallet Chips Samsung has ordered a chunk of Near Field Communication chips from Philips. Like DoCoMo #39;s FeliCa, these chips are primarily expected to be used in mobile banking applications, but can be used for tickets, electronic locks and more.",3,Sci/Tech,train,ag_news
"Blockbuster Cans Late Fees, Keeps Due Dates LOS ANGELES (Zap2it.com) - To the joy of couch potatoes nationwide who resent rushing to the video store to return movies, video rental giant Blockbuster says it will do away with the dreaded late fees.",2,Business,train,ag_news
"AOL Places Classified Listings in Search Engine Results AOL Places Classified Listings in Search Engine Results\\Although AOL has yet to launch their AOL InStore into their search engine results, according to AuctionBytes, AOL is now testing the inclusion of AOL Classified Ads into their normal Google powered search listings. The classified listings are now being tested in AOL ...",3,Sci/Tech,train,ag_news
"What Will Stripped-Down Longhorn Offer? It may be missing a few features, but the OS will be worth the upgrade, Microsoft says.",3,Sci/Tech,train,ag_news
"Georgia Announces Troop Pullback in Rebel Region Georgia said on Friday its troops had withdrawn after seizing strategic ground in a rebel territory, in a move sure to be welcomed by Washington alarmed at a drift toward war in an economically vital region.",0,World,train,ag_news
Siemens adds Flash-OFDM to broadband wireless family German engineering and manufacturing giant Siemens AG is adding another broadband technology to its growing portfolio of new high-speed wireless systems slated for delivery early next year.,3,Sci/Tech,train,ag_news
"Egypt Detains Suspects in Resort Blasts TABA, Egypt - Dozens of Bedouin tribesmen have been detained on suspicion they supplied explosives for car bomb attacks at two Egyptian resorts that killed at least 34 people, officials said Saturday. Israel's counterterrorism chief, meanwhile, said Israeli tourists in Egypt are still in danger and urged them to return home immediately...",0,World,train,ag_news
"World Bank reports drop in poverty levels in East Asia, Pacific The World Bank says fewer people than ever are living in extreme poverty in East Asia and the Pacific due to economic growth of around seven per cent.",2,Business,train,ag_news
"Michigan shows confidence in freshman QB Chad Henne #39;s freshman orientation came off largely without a hitch. If his first road trip is as smooth, Michigan could be on its way to a special season.",1,Sports,train,ag_news
"Iranians, Europeans Meet on Nuclear Deal After five days of intense internal deliberations, Iranian officials met with European envoys here Thursday to seek ""clarifications"" on a proposed deal that would require Tehran to indefinitely suspend a pivotal aspect of its nuclear energy program that could be converted to military use, Western diplomatic sources here said.",0,World,train,ag_news
Symantec To Launch Web Console For Managing Macs (TechWeb) TechWeb - Symantec announced it is working on a Web-based console for IT administrators to manage Norton AntiVirus for the Macintosh clients -- the software is expected in two months.,3,Sci/Tech,train,ag_news
"Oil Eases After Holiday, Wary of Winter (Reuters) Reuters - U.S. oil prices were slightly softer\on Monday after a four-day break, but the threat of a cold\winter stretching persistently low global heating oil\inventories kept the market within sight of #36;50 a barrel.",2,Business,train,ag_news
New clue to mystery of Holy Grail It looks like a Countdown conundrum and has defied some of the greatest minds for 250 years. But ten letters - D OUOSVAVV M - etched on a tablet at a stately home could reveal where the legendary Holy Grail is buried.,3,Sci/Tech,train,ag_news
"Web services for your TiVo? Microsoft, Intel and others pitch the technology as a way to manage everything from big corporate servers to consumer electronics.\&lt;br /&gt; Recent TiVo news: Janet Jackson still holds replay title",3,Sci/Tech,train,ag_news
"Chicago Mayor Unveils Surveillance Plan (AP) AP - More than 2,000 surveillance cameras in public places would be tied in to a network that would use sophisticated software to spot emergencies or suspicious behavior under a plan announced Thursday by Mayor Richard Daley.",3,Sci/Tech,train,ag_news
"Dollar Gains Ground on Yen TOKYO (Reuters) - The dollar regained some ground against the yen on Friday, moving away from four-month lows hit the previous day, but the market remained reluctant to push the U.S. currency below the closely watched 107 yen mark.",2,Business,train,ag_news
"Update: Oracle makes #39;final #39; PeopleSoft offer, raises bid NOVEMBER 01, 2004 (COMPUTERWORLD) - The end may be in sight in the ongoing saga of Oracle Corp. #39;s hostile takeover bid for embattled competitor PeopleSoft Inc.",2,Business,train,ag_news
Gary airport development vital to entire state The US government made this clear in recent weeks as the Federal Aviation Administration held meetings to get the big airlines to reduce the number of flights they put through O #39;Hare.,2,Business,train,ag_news
"Update: Cisco boosts Q1 net income, revenue Cisco Systems Inc. on Tuesday reported significant gains in earnings and revenue for its fiscal 2005 first quarter that met analyst expectations.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Data",3,Sci/Tech,train,ag_news
"Beijing 2008 Gets New Sponsors Anheuser-Busch and Legend Group have both signed on as sponsors of the Beijing 2008 Summer Olympic Games. Its the first time Anheuser-Busch, the maker of Budweiser, has sponsored a Summer Olympics outside",1,Sports,train,ag_news
"Foodland says don #39;t sell Australasian grocer Foodland Associated which owns major chains in New Zealand says the hostile takeover bid by rival Metcash is complex and risky, and is urging shareholders not to act on the \$920 million bid.",2,Business,train,ag_news
"Economists expect job creation to pick up US employers will add jobs at a quicker pace at the end of 2004 and throughout 2005 than earlier expected, according to a survey of economic forecasters out Monday.",2,Business,train,ag_news
"UK #39;s Blair Calls for EU Force for Africa Clashes (Update2) UK Prime Minister Tony Blair called for the European Union to develop the capability to deploy troops to Africa within 10 days by next year, part of plans to fight poverty, disease and war in the region.",0,World,train,ag_news
Dozens of children among 44 killed by Baghdad bombings Dozens of children were killed yesterday when three car bombs exploded in a coordinated attack in Baghdad that left 44 people dead and more than 200 injured.,0,World,train,ag_news
"SBC, Microsoft in \$400 mn IP-based TV deal NEW YORK, November 17 (newratings.com) - SBC Communications Inc (SBC.NYS) announced an agreement with Microsoft Corporation (MSFT) today, under which the US-based telecom giant will provider IP-based TV services based on Microsoft #39;s IP television",2,Business,train,ag_news
BA to sell QF stake Qantas shares were this morning placed in a trading halt until September 10 at the latest. The airline said it was expecting BA to sell the \$1.,2,Business,train,ag_news
Cricket: Franklin makes history with hat-trick DHAKA - James Franklin became just the second New Zealander to take a test cricket hat-trick as his team took firm control of the first against Bangladesh.,1,Sports,train,ag_news
"Hopkins/De La Hoya showdown for all the marbles Las Vegas, NV (Sports Network) - The middleweight megafight billed as the quot;Quest for History quot; between undisputed champion Bernard Hopkins and the Golden Boy of boxing, Oscar De La Hoya, is just a day away.",1,Sports,train,ag_news
Arthritis sufferers at a loss Arthritis sufferers across South Africa have been inundating call centres and pharmacists in the wake of the shock withdrawal of their medication by the manufacturers of the most widely used drug treating the disease.,2,Business,train,ag_news
Bulls still lost on road Mike Montgomery didn #39;t know what city he was in or what day it was by the time the Warriors #39; five-game road trip ended in Cleveland.,1,Sports,train,ag_news
"Blue Chips Fall on Commodity, Oil Stocks NEW YORK (Reuters) - U.S. blue chips fell on Wednesday as a steep decline in commodity prices and lower crude oil dented shares of Alcoa Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AA.N target=/stocks/quickinfo/fullquote""&gt;AA.N&lt;/A&gt; and Exxon Mobil Corp.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=XOM.N target=/stocks/quickinfo/fullquote""&gt;XOM.N&lt;/A&gt;, outweighing strong earnings from McDonald's Corp. &lt;A",2,Business,train,ag_news
"India ; India withdraws around 3000 troops from Kashmir India News, JAMMU, India - India pulled out around 3,000 troops from Kashmir Saturday in a planned withdrawal of army units from the region, officials said, as the peace process between New Delhi and Islamabad came under strain this week.",0,World,train,ag_news
Bangladesh to tackle corruption A new anti-corruption watchdog for Bangladesh has been welcomed by global anti-graft campaigners.,2,Business,train,ag_news
"ING ends link with Baring name Dutch bank ING, which paid 1 for Baring, the British investment bank brought to the brink by Nick Leeson, is to sell its remaining Baring division.",2,Business,train,ag_news
Al-Zarqawi militants attack Iraqi Army recruits TONY EASTLEY: The brutality of the violence in Iraq has reached a new low after 49 young Iraqi men were forced to lie on the roadside and each was shot in the back.,0,World,train,ag_news
"Serena Pastes Schnyder, Capriati Next at US Open Serena Williams, hoping her surgically-repaired knee holds out in her quest to capture a third US Open title, pounded No. 15 seed Patty Schnyder in straight sets Sunday to advance into the quarterfinals for a match-up with countrywoman Jennifer Capriati.",1,Sports,train,ag_news
"Mourning Will Try to Play Seven-time All-Star Alonzo Mourning will attempt a comeback with the Nets this season, less than a year after a kidney transplant.",1,Sports,train,ag_news
"France says Arafat medical file can be released to family France says the medical files of former Palestinian leader Yasser Arafat can be released upon demand to eligible parties, such as his family.",0,World,train,ag_news
"Update 14: Google Lowers Its IPO Price Range In a sign that Google Inc. #39;s initial public offering isn #39;t as popular as expected, the Internet search giant lowered its estimated price range to between \$85 and \$95 per share, down from its earlier prediction of \$108 and \$135 per share.",2,Business,train,ag_news
"Cheers Greet Rescuers in Aceh, Children Suffer BANDA ACEH, Indonesia (Reuters) - U.S. helicopters shuttled injured refugees, many of them children, out of some of the worst hit parts of tsunami-devastated Aceh province, even as reports surfaced of trafficking in orphans from the disaster.",0,World,train,ag_news
"Judge Investigates Another Total Executive (AP) AP - A judge investigating suspicions that Total paid bribes to access markets has opened legal proceedings against one of the oil giant's Middle East directors, judicial officials said Friday.",0,World,train,ag_news
Update 4: Tokyo Stocks Lower at Late Morning Tokyo stocks plunged Tuesday morning on concerns about higher oil prices. The dollar was down against the Japanese yen. The Nikkei Stock Average was down 121.,2,Business,train,ag_news
"Blue Jays Name John Gibbons Manager (AP) AP - John Gibbons, who took over as manager of last-place Toronto in August, will return to the Blue Jays next year.",1,Sports,train,ag_news
"Kosovo's ramshackle economy threatens fragile stability (AFP) AFP - The general election in Kosovo this weekend will mark another step on the path of democratic reform, but five years after NATO and the UN took control of the province, the ramshackle economy remains a major threat to stability, analysts say.",2,Business,train,ag_news
"Japan Navy Mobilized After Sub Seen in Japan Waters TOKYO (Reuters) - Japan's navy was mobilized on Wednesday after an unidentified submarine was found in Japanese waters, the top government spokesman said, confirming a report by public broadcaster NHK.",0,World,train,ag_news
"Lebanese police release detained sisters of dead Al-Qaida detainee Police on Tuesday released two sisters of the alleged al-Qaida leader in Lebanon who died of a heart attack in custody, security officials said.",0,World,train,ag_news
"McCaw to captain with Umaga left out Richard McCaw will captain the All Blacks against Wales on Sunday morning, with Wellington #39;s Piri Weepu set to make his test debut at halfback.",1,Sports,train,ag_news
Inventor of the World Wide Web Promotes Future Cooperation The inventor of the World Wide Web told a technology conference on Wednesday that making the Web more useful hinges on a familiar challenge: Getting the players behind the technology to agree on standards governing how computers communicate with one another.,3,Sci/Tech,train,ag_news
"MP3 losing steam? After years as the unrivaled king of the digital-media world, the venerable MP3 music format is losing ground to rival technologies from Microsoft and Apple Computer.",3,Sci/Tech,train,ag_news
CNN Producer Seized by Armed Men in Gaza Armed Palestinians seized an Israeli Arab producer for the CNN television network from a car in Gaza City on Monday after asking for him by name.,0,World,train,ag_news
Teenage surfer ripped in half by pair of sharks An Australian teenager was killed by a pair of great white sharks yesterday in the country #39;s second shark fatality in less than a week.,0,World,train,ag_news
"It's Wallace, of course If there's something positive that can be taken from a golfer's disappointment, it's that it might inspire motivation for future success -- especially if one knows the course well enough.",1,Sports,train,ag_news
"Summit attracts top tech leaders A host of high-tech big wheels, from information technology leaders to inventors and visionaries from across the region, are slated to converge for a summit in Portsmouth on Oct. 14 and 15.",2,Business,train,ag_news
"STOCKS amp; BONDS Rally on Retail Sales Data Gives Shares 3rd Weekly &lt;b&gt;...&lt;/b&gt; Wall Street closed its third consecutive winning week with another rally yesterday, advancing as a new retail sales report and a consumer confidence reading showed that Americans are growing more confident about the economy.",2,Business,train,ag_news
"NBA Wrap: Magic Beat Mavericks, Heat Beat Wizards ORLANDO, Fla. (Sports Network) - Hedo Turkoglu came off the bench to contribute 19 points and Dwight Howard netted 15 points with 11 rebounds, leading the Orlando Magic over the Dallas Mavericks, 94-84, at TD WaterHouse Center.",1,Sports,train,ag_news
"Singer Laura Branigan dies at 47 US singer Laura Branigan, who had hits with Gloria and Self Control in the 1980s, dies unexpectedly in her sleep.",0,World,train,ag_news
"Stress-free shopping with a seasoned pro Bring Jenny DiDomenico a list of 12 friends and relatives, and she could have your holiday shopping done for you in about two hours.",2,Business,train,ag_news
"\$4.5b deal to create steel giant AMSTERDAM -- Steel tycoon Lakshmi N. Mittal yesterday said he would pay \$4.5 billion in cash and stock for US steelmaker International Steel Group Inc., which had been cobbled together by onetime investment banker Wilbur L. Ross Jr. from mills whose parents landed in bankruptcy court.",2,Business,train,ag_news
"Russia Developing New Nuclear Missile (AP) AP - Russia is developing a new nuclear missile system unlike any weapon held by other countries, President Vladimir Putin said Wednesday, a move that could serve as a signal to the United States as Washington pushes forward with a missile defense system.",0,World,train,ag_news
"Google planning big things with Books and GMail Google has not had anything big for us since it went public some time ago. Now, it is back with some news that could worry biggies like Amazon and Barnes and Noble.",3,Sci/Tech,train,ag_news
"Eagles QB Donovan McNabb is more relaxed, confident in pocket CLEVELAND -- On draft day 1999, the Browns picked Tim Couch with the No. 1 pick. The Eagles selected Donovan McNabb at No. 2. You hate to oversimplify things, but since then, Cleveland is 28-58, Philadelphia is 57-29.",1,Sports,train,ag_news
FA: #39;Keegan charged over ref rage #39; The FA has attempted to clarify the charge being levelled against Manchester City boss Kevin Keegan. Keegan himself appeared confused about the precise nature of the charge yesterday when he revealed he would,1,Sports,train,ag_news
Dodgers Take 3-0 Lead Over Cardinals (AP) AP - The Dodgers took a 3-0 lead over the St. Louis Cardinals after four innings in Game 3 of the NL division series on Saturday.,1,Sports,train,ag_news
TENNIS: HOT ROD SHOCKED AS SPAIN BLANK US ANDY RODDICK suffered a surprise defeat as Spain raced to a commanding 2-0 lead in the Davis Cup Final. Rafael Nadal beat the American big gun 6-7 6-2 7-6 6-2 to add to Spanish No.1 Carlos Moya #39;s defeat of Mardy Fish 6-4 6-2 6-3 in Seville yesterday.,1,Sports,train,ag_news
Bourdais takes pole for Mexican GP Sebastian Bourdais set a Mexican Grand Prix course record to win the pole position from teammate Bruno Junqueira on Saturday and edge closer to the Champ Car championship in the season finale.,1,Sports,train,ag_news
"Australian PM seen kicking off election on shaky ground (AFP) AFP - Prime Minister John Howard has kicked off his bid for a fourth term in office on shaky ground, forced to call elections sooner than he would have liked by a robust attack on his credibility from the opposition, editorialists said.",0,World,train,ag_news
Lawyer outed as source of forged-memo claim It was the first public allegation that CBS News used forged memos in its report questioning President Bush #39;s National Guard service -- a highly technical,3,Sci/Tech,train,ag_news
Martin offers #36;700-million plan to improve native health (Canadian Press) Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin kicked off his meeting with the country's premiers and top aboriginal leaders Monday with a #36;700-million plan to improve native health.,0,World,train,ag_news
"Dozens Killed in Multiple Bombings in Baghdad Three car bombs were set off near an American military convoy in western Baghdad today, killing at least 35 people and wounding dozens.",0,World,train,ag_news
"NL notables Aramis Ramirez tied the club record with 14 total bases. His three homers gave the Cubs a franchise-record 213 this season, topping the 1998 club.",1,Sports,train,ag_news
"A Saturn moon with echoes of Earth The Cassini spacecraft, in a dramatic flyby of the Saturn moon Titan, has sent back images of an alien expanse that has many of the hallmarks of a young Earth before the rise of organic life some 3 billion years ago.",3,Sci/Tech,train,ag_news
Makin' Woohoo Attempting an 'alternative lifestyle' in a game of The Sims 2 turns out to be an awful lot like plain ol' life. Go figure. Commentary by Gina Lynn.,3,Sci/Tech,train,ag_news
United Airlines will cut more jobs in struggle to escape &lt;b&gt;...&lt;/b&gt; United Airlines said yesterday that further job cuts will be necessary as it continues slashing costs in order to get out of bankruptcy.,2,Business,train,ag_news
"Update 2: GM Europe Pledges to Avoid Job Cuts General Motors Corp. has pledged to avoid plant closures and layoffs in Europe as it seeks to return its money-losing European operations to profitability, worker representatives said Wednesday.",2,Business,train,ag_news
"Barcelona reigns supreme over Real #39;s fading stars Catalonia is not Spain quot; read the banner in the Nou Camp Stadium where, in front of 95,000 Catalans and on television screens in 86 countries, FC Barcelona decisively and beautifully deflowered Real Madrid as the kings of Spanish soccer.",1,Sports,train,ag_news
